"where","category","typeID","valueID","syntax","format","valueCurrent","dateAdded","dateStopped","valueName","valueDescription","valueConditional","caseSensitive","type","typeDescription","typeCurrent","associatedType","associatedType_leftright","typeExample","typeExample_explained","dateIntroduced","categoryDescription","sorting.from.left","shorthand.unit","connectorDescription"
"c06 count","count",22,93,"yes","shorthand","current","","","yes","The taxon was observed.","all","no","presence/absence","At it's simplest, a taxon can be present or absent in a survey. This is indicated with ""yes"" or ""no"" as the count.","current","","","blkb yes","Blackbirds were present.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,133,"abun","shorthand","current","","","abundant","abundant (one of the dominant species)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,133,"abund","shorthand","current","","","abundant","abundant (one of the dominant species)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,132,"com","shorthand","current","","","common","common (easy to find anywhere)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,132,"comm","shorthand","current","","","common","common (easy to find anywhere)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,131,"occ","shorthand","current","","","occasional","occasional (easy to find with searching)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,129,"one","shorthand","current","","","one","only one found","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c06 count","count",31,130,"rare","shorthand","current","","","rare","rare (hard to find)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",6,"count",""
"c07 count suffix","count",3,6,"xf","shorthand","current","","","female","sex is female","all","no","sex","The sex of an individual.","current","","","blkb 1xf","One female blackbird seen.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",3,8,"xfj","shorthand","current","","","female or juvenile","female or juvenile (in other words, definitely not an adult male)","all","no","sex","The sex of an individual.","current","","","blkb 1xf","One female blackbird seen.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",3,5,"xm","shorthand","current","","","male","sex is male","all","no","sex","The sex of an individual.","current","","","blkb 1xf","One female blackbird seen.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",3,7,"xmj","shorthand","current","","","male or juvenile","male or juvenile (infrequently used, since juvenile birds more often look like females when seen)","all","no","sex","The sex of an individual.","current","","","blkb 1xf","One female blackbird seen.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
